date, pm25, pm10, o3, no2, so2, co
2017/3/23, 123, 43, 72, 23, 4, 8
2017/3/24, 87, 45, 36, 30, 5, 10
2017/3/25, 88, 44, 37, 21, 4, 9
2017/3/26, 77, 57, 61, 29, 6, 8
2017/3/27, 104, 67, 74, 28, 6, 8
2017/3/28, 124, 67, 61, 24, 8, 8
2017/3/29, 132, 61, 52, 22, 5, 8
2017/3/30, 128, 46, 38, 25, 4, 9
2017/3/31, 99, 42, 66, 19, 7, 8
2016/10/1, 132, 52, 36, 26, 4, 11
2016/10/2, 111, 34, 44, 18, 4, 9
2016/10/3, 68, 42, 52, 19, 5, 10
2016/10/4, 86, 55, 71, 21, 5, 12
2016/10/5, 123, 46, 77, 16, 4, 12
2016/10/6, 103, 47, 52, 19, 5, 12
2016/10/7, 96, 43, 44, 17, 7, 12
2016/10/8, 88, 49, 47, 14, 6, 10
2016/10/9, 102, 52, 53, 15, 6, 9
2016/10/10, 119, 41, 40, 17, 4, 9
2016/10/11, 83, 38, 36, 18, 3, 9
2016/10/12, 87, 36, 53, 18, 4, 9
2016/10/13, 76, 46, 69, 20, 4, 10
2016/10/14, 92, 58, 55, 22, 5, 11
2016/10/15, 127, 58, 54, 21, 5, 11
2016/10/16, 129, 55, 39, 19, 6, 10
2016/10/17, 126, 35, 28, 13, 3, 9
2016/10/18, 64, 35, 34, 22, 4, 9
2016/10/19, 65, 55, 83, 26, 5, 12
2016/10/20, 121, 50, 34, 16, 5, 11
2016/10/21, 84, 44, 46, 23, 6, 14
2016/10/22, 101, 54, 53, 28, 7, 11
2016/10/23, 127, 38, 26, 19, 6, 10
2016/10/24, 93, 40, 36, 21, 4, 8
2016/10/25, 85, 47, 42, 25, 6, 8
2016/10/26, 97, 49, 47, 29, 6, 9
2016/10/27, 102, 61, 104, 40, 6, 9
2016/10/28, 121, 65, 40, 26, 5, 12
2016/10/29, 144, 52, 49, 19, 5, 11
2016/10/30, 105, 57, 71, 27, 5, 12
2016/10/31, 118, 47, 38, 19, 5, 10
2016/11/1, 94, 49, 38, 20, 5, 11
2016/11/2, 88, 44, 47, 19, 5, 9
2016/11/3, 92, 70, 100, 42, 6, 9
2016/11/4, 136, 86, 95, 45, 6, 10
2016/11/5, 164, 74, 75, 32, 5, 9
2016/11/6, 154, 68, 53, 39, 6, 9
2016/11/7, 139, 67, 57, 28, 6, 11
2016/11/8, 142, 53, 28, 23, 4, 13
2016/11/9, 102, 32, 24, 20, 7, 11
2016/11/10, 71, 57, 29, 30, 5, 11
2016/11/11, 107, 85, 53, 44, 7, 12
2016/11/12, 153, 69, 54, 30, 6, 11
2016/11/13, 136, 71, 89, 45, 7, 11
2016/11/14, 143, 113, 96, 54, 6, 14
2016/11/15, 182, 60, 61, 22, 4, 11
2016/11/16, 134, 71, 81, 32, 5, 11
2016/11/17, 152, 74, 61, 29, 6, 13
2016/11/18, 153, 62, 41, 28, 7, 10
2016/11/19, 127, 51, 46, 23, 7, 9
2016/11/20, 103, 39, 35, 19, 6, 8
2016/11/21, 77, 32, 27, 23, 5, 10
2016/11/22, 76, 24, 24, 20, 4, 9
2016/11/23, 57, 35, 28, 19, 4, 10
2016/11/24, 69, 44, 24, 25, 4, 9
2016/11/25, 76, 35, 26, 18, 5, 9
2016/11/26, 72, 34, 30, 22, 4, 9
2016/11/27, 73, 51, 47, 28, 6, 9
2016/11/28, 104, 68, 35, 34, 7, 10
2016/11/29, 129, 78, 46, 32, 8, 10
2016/11/30, 149, 88, 66, 34, 9, 12
2016/12/1, 160, 82, 53, 34, 7, 12
2016/12/2, 159, 77, 41, 32, 7, 13
2016/12/3, 157, 92, 60, 39, 8, 14
2016/12/4, 164, 114, 77, 49, 9, 15
2016/12/5, 171, 70, 38, 26, 8, 12
2016/12/6, 140, 91, 68, 40, 10, 13
2016/12/7, 166, 96, 73, 47, 9, 13
2016/12/8, 167, 96, 75, 55, 8, 12
2016/12/9, 166, 98, 94, 49, 7, 12
2016/12/10, 171, 68, 59, 23, 5, 10
2016/12/11, 133, 54, 50, 26, 8, 10
2016/12/12, 102, 77, 75, 41, 6, 13
2016/12/13, 148, 65, 49, 24, 5, 14
2016/12/14, 121, 53, 50, 20, 5, 14
2016/12/15, 99, 59, 50, 25, 7, 12
2016/12/16, 124, 66, 51, 40, 7, 10
2016/12/17, 137, 74, 64, 45, 8, 10
2016/12/18, 147, 68, 64, 50, 10, 11
2016/12/19, 133, 90, 61, 50, 7, 14
2016/12/20, 156, 93, 34, 46, 7, 16
2016/12/21, 160, 50, 64, 25, 4, 11
2016/12/22, 115, 50, 52, 27, 5, 15
2016/12/23, 111, 60, 44, 29, 5, 10
2016/12/24, 126, 67, 42, 33, 6, 10
2016/12/25, 145, 79, 79, 45, 6, 11
2016/12/26, 153, 43, 30, 18, 5, 10
2016/12/27, 74, 57, 40, 25, 7, 9
2016/12/28, 119, 59, 45, 27, 8, 11
2016/12/29, 127, 65, 53, 42, 8, 12
2016/12/30, 134, 86, 80, 52, 8, 12
2016/12/31, 160, , , , , 
2016/7/1, 47, 27, 28, 13, 7, 10
2016/7/2, 56, 25, 25, 14, 8, 11
2016/7/3, 54, 23, 39, 13, 7, 9
2016/7/4, 52, 21, 29, 14, 6, 7
2016/7/5, 50, 32, 48, 21, 6, 8
2016/7/6, 62, 54, 106, 27, 9, 9
2016/7/7, 106, 65, 135, 36, 11, 10
2016/7/8, 131, 92, 158, 36, 15, 13
2016/7/9, 163, 41, 66, 23, 7, 10
2016/7/10, 100, 40, 34, 28, 8, 11
2016/7/11, 92, 37, 37, 30, 8, 11
2016/7/12, 84, 38, 43, 25, 7, 9
2016/7/13, 87, 41, 25, 24, 10, 10
2016/7/14, 82, 50, 31, 17, 11, 10
2016/7/15, 90, 43, 33, 15, 9, 9
2016/7/16, 80, 44, 36, 13, 8, 8
2016/7/17, 78, 32, 29, 12, 10, 8
2016/7/18, 63, 29, 23, 12, 9, 9
2016/7/19, 56, 26, 26, 11, 8, 10
2016/7/20, 49, 26, 30, 15, 11, 11
2016/7/21, 54, 32, 50, 19, 10, 11
2016/7/22, 66, 35, 79, 17, 10, 8
2016/7/23, 68, 40, 100, 20, 10, 9
2016/7/24, 78, 43, 90, 22, 13, 8
2016/7/25, 80, 47, 31, 13, 8, 7
2016/7/26, 90, 52, 34, 12, 8, 9
2016/7/27, 94, 33, 44, 17, 8, 10
2016/7/28, 65, 51, 118, 18, 11, 10
2016/7/29, 94, 79, 100, 30, 10, 10
2016/7/30, 149, 64, 116, 32, 9, 10
2016/7/31, 144, 70, 95, 22, 8, 10
2016/8/1, 141, 33, 42, 10, 5, 9
2016/8/2, 64, 29, 32, 16, 11, 10
2016/8/3, 64, 30, 25, 17, 13, 10
2016/8/4, 69, 44, 75, 23, 14, 11
2016/8/5, 92, 57, 131, 27, 12, 12
2016/8/6, 114, 59, 87, 29, 12, 12
2016/8/7, 127, 57, 89, 30, 15, 10
2016/8/8, 130, 95, 77, 39, 8, 13
2016/8/9, 161, 50, 40, 38, 11, 13
2016/8/10, 108, 44, 57, 29, 13, 11
2016/8/11, 98, 49, 28, 35, 9, 10
2016/8/12, 115, 44, , 24, 7, 9
2016/8/13, 93, 32, , 17, 7, 8
2016/8/14, 68, 26, 34, 20, 5, 9
2016/8/15, 59, 26, 32, 22, 3, 10
2016/8/16, 61, 27, 37, 25, 9, 8
2016/8/17, 55, 32, 38, 16, 6, 8
2016/8/18, 57, 50, 35, 15, 8, 8
2016/8/19, 88, 71, 84, 25, 8, 10
2016/8/20, 131, 44, 80, 28, 9, 11
2016/8/21, 92, 44, 57, 32, 8, 10
2016/8/22, 88, 57, 146, 29, 8, 9
2016/8/23, 115, 59, 103, 30, 8, 10
2016/8/24, 124, 61, 109, 27, 8, 10
2016/8/25, 137, 59, 121, 28, 10, 11
2016/8/26, 124, 73, 108, 30, 6, 12
2016/8/27, 133, 55, 50, 19, 5, 15
2016/8/28, 120, 62, 57, 21, 6, 14
2016/8/29, 137, 66, 137, 29, 7, 11
2016/8/30, 147, 67, 111, 32, 18, 11
2016/8/31, 154, 35, 36, 25, 7, 9
2016/9/1, 75, 34, 31, 23, 5, 10
2016/9/2, 70, 66, 58, 31, 6, 11
2016/9/3, 123, 51, 64, 21, 6, 11
2016/9/4, 109, 48, 46, 21, 8, 9
2016/9/5, 112, 35, 36, 26, 5, 9
2016/9/6, 82, 36, 32, 23, 7, 9
2016/9/7, 75, 43, 35, 26, 9, 10
2016/9/8, 93, 38, 28, 23, 6, 11
2016/9/9, 78, 37, 28, 22, 10, 11
2016/9/10, 72, 47, 38, 20, 10, 11
2016/9/11, 90, 46, 83, 21, 5, 11
2016/9/12, 92, 47, 68, 27, 5, 12
2016/9/13, 94, 59, 95, 26, 7, 11
2016/9/14, 125, 48, 78, 17, 6, 10
2016/9/15, 102, 30, 45, 15, 6, 11
2016/9/16, 70, 47, 54, 20, 6, 10
2016/9/17, 94, 57, 96, 17, 6, 10
2016/9/18, 91, 56, 88, 22, 5, 11
2016/9/19, 108, 64, 86, 23, 6, 12
2016/9/20, 141, 62, 116, 23, 6, 12
2016/9/21, 141, 53, 91, 23, 6, 11
2016/9/22, 114, 54, 82, 21, 6, 11
2016/9/23, 108, 49, 64, 19, 5, 10
2016/9/24, 97, 61, 106, 23, 8, 12
2016/9/25, 137, 79, 136, 26, 11, 14
2016/9/26, 166, 80, 88, 33, 8, 15
2016/9/27, 164, 73, 79, 24, 7, 18
2016/9/28, 151, 47, 39, 21, 6, 17
2016/9/29, 88, 63, 32, 35, 7, 15
2016/9/30, 121, 58, 32, 33, 5, 13
2016/4/1, 176, 66, 49, 27, 16, 11
2016/4/2, 153, 61, 38, 27, 16, 11
2016/4/3, 126, 46, 34, 24, 18, 10
2016/4/4, 105, 46, 32, 25, 10, 11
2016/4/5, 99, 37, 36, 19, 11, 10
2016/4/6, 79, 44, 33, 22, 12, 10
2016/4/7, 90, 50, 35, 22, 12, 9
2016/4/8, 102, 48, 31, 21, 13, 6
2016/4/9, 91, 43, 49, 31, 20, 8
2016/4/10, 87, 39, 38, 27, 10, 8
2016/4/11, 85, 31, 41, 26, 7, 8
2016/4/12, 66, 49, 38, 43, 9, 11
2016/4/13, 104, 55, 29, 35, 12, 12
2016/4/14, 115, 40, 49, 30, 14, 9
2016/4/15, 83, 58, 40, 19, 15, 8
2016/4/16, 106, 48, 31, 30, 14, 8
2016/4/17, 102, 40, 55, 25, 9, 11
2016/4/18, 78, 38, 58, 18, 7, 10
2016/4/19, 67, 51, 63, 22, 8, 9
2016/4/20, 91, 67, 39, 32, 14, 10
2016/4/21, 129, 56, 42, 35, 14, 10
2016/4/22, 113, 55, 32, 32, 17, 10
2016/4/23, 101, 58, 42, 33, 14, 11
2016/4/24, 114, 47, 34, 28, 22, 10
2016/4/25, 94, 39, 34, 17, 12, 9
2016/4/26, 80, 61, 107, 34, 10, 10
2016/4/27, 125, 64, 65, 33, 10, 12
2016/4/28, 128, 58, 78, 19, 8, 11
2016/4/29, 127, 67, 79, 19, 7, 11
2016/4/30, 141, 58, 48, 19, 7, 12
2016/5/1, 115, 58, 36, 20, 12, 12
2016/5/2, 116, 51, 38, 24, 11, 11
2016/5/3, 104, 57, 43, 33, 8, 11
2016/5/4, 117, 43, 29, 15, 8, 9
2016/5/5, 84, 44, 34, 15, 8, 9
2016/5/6, 89, 41, 32, 20, 8, 10
2016/5/7, 89, 38, 34, 17, 10, 8
2016/5/8, 78, 35, 36, 16, 8, 9
2016/5/9, 80, 39, 35, 25, 9, 10
2016/5/10, 82, 50, 101, 23, 7, 12
2016/5/11, 97, 63, 102, 21, 9, 11
2016/5/12, 134, 60, 70, 21, 12, 9
2016/5/13, 127, 44, 44, 13, 9, 11
2016/5/14, 94, 45, 42, 17, 12, 15
2016/5/15, 89, 50, 82, 18, 7, 12
2016/5/16, 90, 53, 58, 17, 10, 12
2016/5/17, 104, 56, 79, 16, 8, 11
2016/5/18, 108, 55, 63, 20, 14, 11
2016/5/19, 115, 48, 45, 25, 12, 10
2016/5/20, 97, 36, 50, 28, 8, 11
2016/5/21, 82, 37, 54, 19, 7, 12
2016/5/22, 79, 62, 97, 26, 13, 12
2016/5/23, 129, 71, 129, 33, 13, 12
2016/5/24, 152, 50, 52, 17, 10, 12
2016/5/25, 110, 39, 41, 17, 12, 7
2016/5/26, 84, 28, 34, 16, 11, 7
2016/5/27, 55, 38, 34, 19, 7, 7
2016/5/28, 66, 50, 30, 20, 15, 9
2016/5/29, 94, 40, 35, 17, 10, 7
2016/5/30, 83, 35, 36, 16, 8, 6
2016/5/31, 66, 38, 38, 16, 7, 6
2016/6/1, 80, 45, 50, 17, 8, 7
2016/6/2, 86, 44, 41, 17, 8, 7
2016/6/3, 90, 47, 41, 22, 7, 7
2016/6/4, 82, 43, 46, 29, 7, 12
2016/6/5, 83, 39, 54, 34, 10, 10
2016/6/6, 81, 43, 77, 31, 11, 9
2016/6/7, 88, 43, 55, 28, 7, 9
2016/6/8, 94, 32, 38, 20, 6, 9
2016/6/9, 71, 31, 43, 19, 8, 9
2016/6/10, 61, 32, 26, 24, 7, 10
2016/6/11, 69, 31, 26, 24, 8, 10
2016/6/12, 62, 46, 42, 23, 10, 11
2016/6/13, 88, 41, 34, 17, 7, 10
2016/6/14, 71, 42, 33, 16, 6, 9
2016/6/15, 66, 44, 56, 25, 7, 9
2016/6/16, 75, 51, 33, 28, 9, 10
2016/6/17, 96, 34, 27, 18, 8, 9
2016/6/18, 55, 32, 35, 13, 8, 9
2016/6/19, 56, 47, 30, 15, 8, 8
2016/6/20, 79, 36, 33, 15, 8, 6
2016/6/21, 67, 43, 35, 21, 10, 7
2016/6/22, 69, 42, 37, 21, 11, 7
2016/6/23, 73, 46, 54, 20, 10, 7
2016/6/24, 76, 45, 53, 17, 11, 7
2016/6/25, 79, 36, 43, 15, 7, 7
2016/6/26, 73, 44, 49, 16, 9, 8
2016/6/27, 83, 23, 48, 13, 6, 7
2016/6/28, 53, 25, 43, 14, 6, 8
2016/6/29, 53, 25, 31, 13, 7, 9
2016/6/30, 53, 23, 29, 12, 6, 8
2016/1/4, 97, 44, 30, 26, 6, 11
2016/1/5, 92, 47, 51, 24, 7, 11
2016/1/6, 92, 51, 51, 28, 6, 13
2016/1/7, 106, 60, 56, 32, 7, 12
2016/1/8, 129, 59, 48, 26, 6, 13
2016/1/9, 123, 66, 45, 25, 6, 13
2016/1/10, 150, 32, 36, 23, 5, 12
2016/1/11, 74, 44, 26, 24, 6, 15
2016/1/12, 85, 56, 50, 26, 7, 15
2016/1/13, 113, 67, 37, 36, 5, 15
2016/1/14, 134, 53, 32, 30, 4, 15
2016/1/15, 115, 53, 35, 27, 7, 14
2016/1/16, 116, 54, 34, 29, 5, 15
2016/1/17, 124, 51, 42, 25, 6, 14
2016/1/18, 101, 61, 42, 29, 6, 12
2016/1/19, 127, 69, 47, 32, 5, 12
2016/1/20, 149, 46, 32, 25, 3, 13
2016/1/21, 104, 31, 22, 21, 3, 14
2016/1/22, 72, 37, 33, 17, 5, 11
2016/1/23, 78, 55, 52, 19, 7, 11
2016/1/24, 104, 58, 59, 26, 7, 10
2016/1/25, 101, 73, 41, 46, 8, 9
2016/1/26, 136, 54, 38, 38, 6, 10
2016/1/27, 122, 47, 32, 39, 9, 12
2016/1/28, 105, 34, 28, 35, 8, 10
2016/1/29, 84, 51, 37, 30, 8, 10
2016/1/30, 115, 38, 39, 22, 7, 9
2016/1/31, 85, 18, 26, 18, 4, 11
2016/2/1, 45, 32, 33, 20, 4, 11
2016/2/2, 74, 56, 33, 22, 9, 12
2016/2/3, 127, 58, 43, 30, 8, 11
2016/2/4, 143, 43, 51, 16, 4, 10
2016/2/5, 99, 60, 66, 10, 8, 8
2016/2/6, 129, 55, 59, 15, 8, 7
2016/2/7, 102, 136, 62, 32, 25, 10
2016/2/8, 209, 67, 70, 39, 12, 11
2016/2/9, 154, 53, 48, 27, 16, 12
2016/2/10, 105, 76, 46, 27, 12, 14
2016/2/11, 118, 48, 40, 18, 6, 14
2016/2/12, 91, 41, 30, 31, 14, 11
2016/2/13, 80, 43, 49, 21, 11, 11
2016/2/14, 92, 36, 43, 11, 4, 9
2016/2/15, 81, 46, 41, 17, 4, 8
2016/2/16, 107, 53, 38, 23, 6, 9
2016/2/17, 118, 64, 32, 31, 8, 11
2016/2/18, 144, 43, 40, 31, 5, 11
2016/2/19, 100, 59, 56, 27, 7, 11
2016/2/20, 124, 84, 51, 28, 15, 10
2016/2/21, 158, 111, 43, 35, 12, 11
2016/2/22, 160, 45, 25, 21, 4, 10
2016/2/23, 83, 29, 26, 18, 4, 10
2016/2/24, 64, 51, 28, 23, 5, 9
2016/2/25, 106, 57, 28, 27, 5, 9
2016/2/26, 129, 57, 47, 28, 9, 10
2016/2/27, 129, 60, 57, 38, 11, 10
2016/2/28, 120, 87, 61, 42, 12, 12
2016/2/29, 141, 99, 89, 31, 8, 10
2016/3/1, 165, 71, 79, 32, 9, 9
2016/3/2, 140, 74, 60, 49, 13, 10
2016/3/3, 142, 74, 43, 51, 13, 10
2016/3/4, 139, 75, 38, 44, 26, 11
2016/3/5, 145, 82, 46, 46, 19, 12
2016/3/6, 141, 63, 44, 34, 15, 11
2016/3/7, 134, 49, 38, 26, 12, 10
2016/3/8, 104, 48, 30, 32, 7, 10
2016/3/9, 101, 17, 34, 17, 4, 9
2016/3/10, 45, 39, 27, 22, 5, 10
2016/3/11, 90, 57, 35, 33, 11, 10
2016/3/12, 124, 60, 35, 37, 8, 12
2016/3/13, 141, 39, 27, 25, 6, 10
2016/3/14, 90, 59, 47, 34, 12, 11
2016/3/15, 127, 63, 38, 40, 8, 11
2016/3/16, 136, 48, 33, 36, 5, 11
2016/3/17, 98, 76, 29, 36, 8, 13
2016/3/18, 138, 69, 27, 31, 11, 12
2016/3/19, 142, 55, 48, 18, 8, 11
2016/3/20, 125, 43, 47, 27, 8, 11
2016/3/21, 99, 33, 47, 23, 6, 11
2016/3/22, 84, 45, 37, 39, 16, 13
2016/3/23, 103, 32, 33, 24, 7, 12
2016/3/24, 75, 55, 48, 32, 8, 10
2016/3/25, 113, 75, 72, 49, 12, 11
2016/3/26, 147, 62, 70, 39, 10, 9
2016/3/27, 130, 78, 83, 40, 14, 10
2016/3/28, 150, 81, 64, 53, 13, 10
2016/3/29, 150, 106, 58, 51, 12, 11
2016/3/30, 173, 138, 127, 79, 21, 14
2016/3/31, 215, 109, 42, 50, 20, 11
2015/10/1, 154, 52, 55, 17, 8, 9
2015/10/2, 100, 46, 38, 16, 6, 9
2015/10/3, 96, 25, 32, 16, 5, 9
2015/10/4, 49, 26, 31, 18, 5, 9
2015/10/5, 56, 36, 33, 26, 6, 9
2015/10/6, 79, 44, 31, 25, 10, 11
2015/10/7, 95, 66, 84, 28, 12, 13
2015/10/8, 141, 50, 78, 20, 9, 12
2015/10/9, 106, 49, 37, 19, 7, 8
2015/10/10, 93, 39, 42, 19, 5, 8
2015/10/11, 77, 65, 52, 34, 6, 10
2015/10/12, 119, 86, 99, 40, 8, 11
2015/10/13, 161, 93, 105, 44, 7, 10
2015/10/14, 170, 90, 145, 33, 9, 23
2015/10/15, 170, 95, 115, 47, 8, 11
2015/10/16, 173, 93, 110, 41, 8, 9
2015/10/17, 164, 84, 97, 40, 8, 10
2015/10/18, 163, 86, 77, 45, 11, 11
2015/10/19, 165, 89, 82, 44, 11, 11
2015/10/20, 162, 85, 108, 41, 10, 11
2015/10/21, 160, 71, 86, 37, 9, 10
2015/10/22, 144, 73, 95, 38, 9, 10
2015/10/23, 152, 76, 82, 31, 8, 25
2015/10/24, 155, 52, 47, 16, 5, 8
2015/10/25, 101, 58, 49, 22, 5, 8
2015/10/26, 110, 73, 87, 32, 10, 23
2015/10/27, 153, 77, 62, 38, 10, 10
2015/10/28, 150, 55, 48, 20, 4, 9
2015/10/29, 122, 62, 68, 26, 5, 9
2015/10/30, 139, 58, 59, 22, 5, 10
2015/10/31, 119, 40, 36, 19, 6, 10
2015/11/1, 82, 47, 49, 27, 7, 9
2015/11/2, 97, 71, 67, 35, 7, 10
2015/11/3, 146, 87, 89, 42, 9, 11
2015/11/4, 166, 67, 66, 30, 8, 10
2015/11/5, 143, 44, 40, 19, 6, 9
2015/11/6, 81, 44, 37, 21, 10, 9
2015/11/7, 80, 43, 33, 19, 12, 8
2015/11/8, 69, 62, 75, 27, 10, 9
2015/11/9, 111, 63, 49, 25, 5, 12
2015/11/10, 116, 68, 59, 19, 5, 12
2015/11/11, 130, 58, 45, 17, 4, 10
2015/11/12, 98, 53, 40, 24, 5, 12
2015/11/13, 108, 74, 79, 36, 8, 12
2015/11/14, 137, 53, 42, 21, 12, 11
2015/11/15, 109, 45, 41, 22, 13, 10
2015/11/16, 74, 47, 40, 23, 7, 10
2015/11/17, 78, 69, 70, 32, 8, 11
2015/11/18, 118, 73, 47, 29, 6, 11
2015/11/19, 134, 60, 66, 21, 5, 11
2015/11/20, 119, 70, 77, 21, 8, 13
2015/11/21, 152, 65, 82, 23, 10, 12
2015/11/22, 138, 58, 87, 23, 7, 12
2015/11/23, 120, 59, 76, 24, 5, 12
2015/11/24, 110, 63, 54, 28, 6, 13
2015/11/25, 123, 44, 42, 19, 6, 11
2015/11/26, 73, 55, 56, 27, 5, 11
2015/11/27, 96, 82, 60, 41, 8, 12
2015/11/28, 154, 104, 86, 48, 12, 14
2015/11/29, 176, 102, 94, 37, 13, 14
2015/11/30, 176, 78, 51, 33, 6, 12
2015/12/1, 150, 72, 51, 31, 7, 10
2015/12/2, 138, 44, 28, 20, 5, 10
2015/12/3, 85, 36, 29, 19, 4, 11
2015/12/4, 74, 53, 35, 24, 5, 10
2015/12/5, 106, 31, 32, 18, 5, 8
2015/12/6, 69, 43, 33, 21, 6, 8
2015/12/7, 91, 51, 27, 26, 5, 9
2015/12/8, 105, 42, 25, 26, 4, 11
2015/12/9, 91, 60, 41, 30, 5, 10
2015/12/10, 127, 41, 42, 23, 5, 9
2015/12/11, 85, 53, 47, 23, 5, 9
2015/12/12, 98, 58, 47, 21, 6, 9
2015/12/13, 125, 53, 38, 34, 7, 12
2015/12/14, 117, 57, 35, 23, 9, 11
2015/12/15, 106, 77, 48, 18, 12, 10
2015/12/16, 146, 54, 45, 20, 10, 7
2015/12/17, 87, 63, 49, 34, 9, 9
2015/12/18, 121, 90, 62, 52, 10, 13
2015/12/19, 166, 97, 43, 48, 8, 14
2015/12/20, 171, 77, 40, 36, 9, 13
2015/12/21, 155, 64, 35, 33, 8, 10
2015/12/22, 140, 72, 37, 39, 9, 13
2015/12/23, 145, 61, 34, 32, 16, 10
2015/12/24, 111, 38, 39, 23, 6, 15
2015/12/25, 82, 52, 36, 27, 7, 14
2015/12/26, 112, 61, 25, 28, 7, 16
2015/12/27, 136, 43, 35, 27, 6, 12
2015/12/28, 94, 65, 50, 28, 7, 11
2015/12/29, 136, 63, 37, 27, 6, 12
2015/12/30, 149, 64, 41, 26, 8, 12
2015/12/31, 145, , , , , 
2015/7/1, 73, 50, 46, 18, 8, 9
2015/7/2, 69, 51, 42, 19, 8, 9
2015/7/3, 71, 53, 47, 23, 8, 10
2015/7/4, 78, 53, 50, 25, 10, 10
2015/7/5, 88, 55, 77, 17, 8, 11
2015/7/6, 117, 51, 56, 13, 7, 11
2015/7/7, 96, 70, 64, 13, 8, 11
2015/7/8, 113, 71, 48, 15, 7, 12
2015/7/9, 118, 70, 45, 19, 8, 12
2015/7/10, 121, 62, 94, 28, 11, 13
2015/7/11, 123, 78, 112, 29, 14, 14
2015/7/12, 154, 70, 88, 30, 13, 14
2015/7/13, 144, 47, 70, 23, 9, 12
2015/7/14, 89, 48, 69, 23, 8, 12
2015/7/15, 83, 55, 46, 25, 9, 12
2015/7/16, 93, 57, 45, 33, 9, 13
2015/7/17, 116, 52, 44, 21, 8, 13
2015/7/18, 93, 55, 51, 17, 8, 13
2015/7/19, 104, 40, 36, 22, 7, 13
2015/7/20, 77, 24, 37, 21, 6, 13
2015/7/21, 50, 41, 38, 24, 8, 14
2015/7/22, 61, 40, 30, 24, 7, 15
2015/7/23, 66, 43, 33, 26, 7, 14
2015/7/24, 72, 42, 38, 21, 7, 14
2015/7/25, 66, 41, 37, 18, 7, 14
2015/7/26, 67, 42, 40, 20, 8, 14
2015/7/27, 72, 48, 39, 20, 8, 14
2015/7/28, 66, 58, 35, 20, 8, 14
2015/7/29, 104, 61, 35, 21, 7, 14
2015/7/30, 107, 47, 39, 22, 9, 13
2015/7/31, 82, 49, 35, 20, 9, 10
2015/8/1, 79, 47, 36, 17, 8, 10
2015/8/2, 66, 49, 56, 23, 9, 10
2015/8/3, 80, 55, 106, 28, 9, 11
2015/8/4, 93, 57, 101, 31, 10, 11
2015/8/5, 96, 61, 111, 29, 11, 11
2015/8/6, 105, 82, 125, 32, 13, 12
2015/8/7, 143, 76, 71, 30, 10, 11
2015/8/8, 151, 72, 106, 25, 10, 12
2015/8/9, 139, 56, 67, 21, 7, 11
2015/8/10, 98, 77, 43, 28, 8, 11
2015/8/11, 124, 71, 44, 26, 14, 11
2015/8/12, 119, 35, 35, 21, 9, 10
2015/8/13, 69, 49, 31, 28, 9, 11
2015/8/14, 98, 51, 25, 30, 8, 12
2015/8/15, 106, 62, 32, 27, 20, 13
2015/8/16, 100, 49, 37, 25, 11, 12
2015/8/17, 86, 47, 38, 21, 9, 10
2015/8/18, 72, 48, 74, 24, 10, 11
2015/8/19, 78, 66, 54, 35, 9, 12
2015/8/20, 117, 79, 57, 35, 9, 14
2015/8/21, 144, 69, 64, 24, 8, 12
2015/8/22, 137, 70, 80, 24, 9, 13
2015/8/23, 132, 80, 112, 28, 11, 15
2015/8/24, 144, 84, 97, 36, 11, 12
2015/8/25, 156, 71, 75, 23, 7, 10
2015/8/26, 143, 57, 74, 25, 8, 9
2015/8/27, 116, 52, 35, 31, 8, 9
2015/8/28, 83, 57, 42, 29, 9, 10
2015/8/29, 100, 49, 34, 25, 7, 9
2015/8/30, 101, 50, 34, 24, 10, 10
2015/8/31, 89, 45, 30, 22, 7, 9
2015/9/1, 90, 40, 27, 20, 8, 10
2015/9/2, 76, 41, 28, 19, 8, 11
2015/9/3, 82, 54, 34, 21, 10, 11
2015/9/4, 90, 53, 42, 23, 11, 9
2015/9/5, 103, 52, 61, 22, 11, 10
2015/9/6, 101, 53, 34, 29, 8, 10
2015/9/7, 115, 57, 83, 21, 7, 10
2015/9/8, 119, 51, 98, 18, 7, 7
2015/9/9, 91, 51, 96, 21, 8, 8
2015/9/10, 108, 58, 69, 19, 7, 9
2015/9/11, 140, 66, 80, 24, 10, 8
2015/9/12, 142, 74, 82, 22, 9, 9
2015/9/13, 150, 67, 80, 18, 8, 10
2015/9/14, 139, 60, 66, 21, 8, 9
2015/9/15, 126, 55, 45, 23, 7, 7
2015/9/16, 115, 50, 63, 20, 8, 7
2015/9/17, 100, 61, 95, 24, 8, 8
2015/9/18, 141, 70, 80, 31, 11, 9
2015/9/19, 155, 61, 57, 25, 9, 8
2015/9/20, 143, 61, 44, 33, 6, 10
2015/9/21, 136, 53, 44, 29, 8, 10
2015/9/22, 115, 48, 42, 24, 7, 8
2015/9/23, 92, 48, 49, 28, 10, 8
2015/9/24, 85, 56, 90, 28, 9, 9
2015/9/25, 107, 68, 92, 37, 10, 10
2015/9/26, 137, 54, 82, 20, 8, 11
2015/9/27, 114, 61, 85, 21, 10, 10
2015/9/28, 139, 69, 115, 32, 12, 10
2015/9/29, 144, 83, 102, 34, 14, 10
2015/9/30, 163, 65, 76, 27, 8, 9
2015/4/1, 93, 51, 24, 20, 8, 9
2015/4/2, 86, 46, 24, 23, 7, 9
2015/4/3, 77, 50, 27, 18, 7, 8
2015/4/4, 89, 60, 44, 18, 7, 9
