date, pm25, pm10, o3, no2, so2, co
2015/6/17, 190, 57, 73, 13, 11, 18
2015/6/18, 126, 52, 45, 15, 13, 14
2015/6/19, 105, 46, 97, 13, 6, 11
2015/6/20, 115, 70, 110, 23, 16, 12
2015/6/21, 147, 102, 129, 27, 18, 15
2015/6/22, 177, 120, 119, 23, 12, 15
2015/6/23, 206, 91, 81, 17, 14, 14
2015/6/24, 173, 89, 72, 19, 13, 13
2015/6/25, 179, 71, 38, 19, 4, 12
2015/6/26, 154, 61, 31, 10, 1, 6
2015/6/27, 150, 75, 35, 9, 1, 8
2015/6/28, 171, 68, 23, 9, 1, 7
2015/6/29, 151, 25, 23, 8, 3, 6
2015/6/30, 80, 55, 26, 8, 3, 4
2015/1/1, 150, 81, 24, 29, 45, 13
2015/1/2, 147, 172, 9, 46, 63, 27
2015/1/3, 266, 312, 6, 85, 72, 51
2015/1/4, 393, 151, 12, 42, 50, 37
2015/1/5, 197, 67, 31, 20, 26, 10
2015/1/6, 91, 105, 13, 33, 54, 27
2015/1/7, 156, 166, 9, 47, 60, 41
2015/1/8, 221, 141, 25, 44, 46, 31
2015/1/9, 201, 189, 17, 56, 57, 37
2015/1/10, 259, 84, 18, 33, 43, 18
2015/1/11, 140, 60, 20, 32, 49, 16
2015/1/12, 108, 125, 11, 41, 60, 22
2015/1/13, 194, 207, 3, 59, 69, 48
2015/1/14, 277, 170, 3, 43, 69, 46
2015/1/15, 285, 85, 44, 27, 38, 27
2015/1/16, 157, 49, 28, 25, 31, 8
2015/1/17, 108, 114, 24, 30, 46, 16
2015/1/18, 165, 69, 23, 31, 40, 10
2015/1/19, 92, 118, 5, 41, 67, 26
2015/1/20, 160, 84, 47, 28, 46, 20
2015/1/21, 138, 86, 23, 30, 39, 16
2015/1/22, 169, 132, 12, 41, 50, 21
2015/1/23, 217, 127, 22, 36, 35, 21
2015/1/24, 196, 81, 23, 27, 48, 18
2015/1/25, 166, 140, 18, 28, 39, 22
2015/1/26, 223, 28, 31, 14, 14, 7
2015/1/27, 78, 79, 14, 36, 52, 17
2015/1/28, 160, 67, 22, 24, 45, 11
2015/1/29, 161, 32, 30, 16, 20, 5
2015/1/30, 83, 46, 27, 24, 31, 8
2015/1/31, 108, 118, 16, 43, 59, 28
2015/2/1, 204, 108, 12, 47, 57, 19
2015/2/2, 194, 136, 24, 46, 57, 27
2015/2/3, 235, 44, 29, 14, 19, 8
2015/2/4, 80, 52, 38, 20, 20, 11
2015/2/5, 89, 110, 15, 37, 59, 18
2015/2/6, 185, 86, 24, 28, 33, 15
2015/2/7, 133, 39, 29, 17, 18, 8
2015/2/8, 67, 95, 22, 36, 48, 23
2015/2/9, 172, 122, 12, 44, 48, 24
2015/2/10, 201, 107, 28, 39, 49, 33
2015/2/11, 185, 60, 25, 28, 34, 19
2015/2/12, 119, 96, 25, 34, 45, 23
2015/2/13, 169, 177, 36, 44, 43, 32
2015/2/14, 266, 136, 27, 32, 40, 23
2015/2/15, 218, 112, 34, 28, 42, 24
2015/2/16, 207, 67, 27, 19, 27, 12
2015/2/17, 121, 90, 27, 25, 43, 18
2015/2/18, 164, 132, 29, 22, 52, 12
2015/2/19, 196, 73, 17, 26, 37, 15
2015/2/20, 165, 169, 22, 17, 33, 16
2015/2/21, 216, 267, 31, 11, 24, 10
2015/2/22, 134, 102, 28, 22, 37, 14
2015/2/23, 138, 149, 18, 29, 41, 22
2015/2/24, 188, 110, 34, 24, 37, 33
2015/2/25, 157, 61, 33, 20, 30, 20
2015/2/26, 116, 50, 22, 22, 28, 18
2015/2/27, 87, 68, 20, 19, 24, 21
2015/2/28, 139, 110, 33, 23, 34, 24
2015/3/1, 156, 110, 35, 34, 39, 26
2015/3/2, 166, 79, 36, 10, 14, 13
2015/3/3, 70, 54, 35, 17, 23, 12
2015/3/4, 73, 82, 34, 28, 37, 14
2015/3/5, 145, 122, 33, 28, 38, 17
2015/3/6, 184, 120, 25, 37, 38, 22
2015/3/7, 187, 133, 16, 39, 42, 24
2015/3/8, 208, 56, 40, 13, 18, 11
2015/3/9, 72, 67, 31, 30, 39, 17
2015/3/10, 117, 80, 39, 25, 31, 19
2015/3/11, 121, 96, 24, 41, 51, 29
2015/3/12, 162, 85, 49, 37, 50, 25
2015/3/13, 151, 94, 22, 42, 44, 17
2015/3/14, 157, 147, 36, 40, 39, 25
2015/3/15, 174, 157, 37, 32, 25, 23
2015/3/16, 233, 124, 44, 27, 18, 21
2015/3/17, 194, 85, 26, 43, 25, 22
2015/3/18, 149, 176, 36, 52, 31, 24
2015/3/19, 201, 174, 46, 41, 18, 21
2015/3/20, 186, 112, 35, 18, 7, 11
2015/3/21, 116, 141, 21, 15, 8, 12
2015/3/22, 111, 81, 8, 21, 12, 10
2015/3/23, 129, 103, 33, 35, 23, 16
2015/3/24, 168, 95, 48, 36, 22, 11
2015/3/25, 174, 81, 60, 27, 19, 5
2015/3/26, 157, 78, 30, 13, 12, 5
2015/3/27, 156, 373, 41, 16, 10, 7
2015/3/28, 180, 327, 29, 18, 11, 8
2015/3/29, 188, 174, 38, 15, 20, 10
2015/3/30, 181, 88, 22, 13, 7, 8
2015/3/31, 168, 65, 20, 16, 12, 8
2014/10/1, 146, 70, 19, 20, 8, 8
2014/10/2, 169, 63, 31, 16, 9, 17
2014/10/3, 162, 45, 23, 11, 5, 6
2014/10/4, 110, 42, 23, 12, 4, 8
2014/10/5, 105, 51, 26, 19, 5, 5
2014/10/6, 98, 113, 46, 27, 14, 12
2014/10/7, 190, 145, 41, 28, 15, 9
2014/10/8, 252, 139, 46, 27, 17, 11
2014/10/9, 242, 146, 61, 28, 20, 16
2014/10/10, 256, 103, , 19, 7, 10
2014/10/11, 185, 40, , 11, 3, 3
2014/10/12, 55, 48, 12, 13, 4, 4
2014/10/13, 79, 91, 30, 26, 14, 7
2014/10/14, 171, 96, 32, 20, 11, 8
2014/10/15, 153, 76, 19, 21, 8, 6
2014/10/16, 104, 179, 33, 41, 17, 13
2014/10/17, 197, 159, 31, 43, 16, 14
2014/10/18, 234, 131, 26, 26, 14, 13
2014/10/19, 219, 125, 17, 22, 7, 12
2014/10/20, 222, 61, 14, 16, 9, 7
2014/10/21, 87, 70, 13, 23, 12, 7
2014/10/22, 122, 162, 6, 32, 13, 12
2014/10/23, 250, 219, 15, 30, 8, 14
2014/10/24, 338, 216, 6, 30, 6, 21
2014/10/25, 330, 145, 22, 22, 10, 24
2014/10/26, 220, 62, 17, 22, 13, 9
2014/10/27, 73, 60, 23, 24, 13, 9
2014/10/28, 96, 115, 28, 45, 38, 16
2014/10/29, 171, 123, 22, 52, 40, 24
2014/10/30, 203, 118, 13, 42, 18, 21
2014/10/31, 210, 89, 20, 34, 8, 14
2014/11/1, 179, 48, 28, 20, 4, 5
2014/11/2, 70, 76, 29, 31, 20, 10
2014/11/3, 146, 100, 10, 31, 23, 12
2014/11/4, 163, 89, , 34, 19, 11
2014/11/5, 154, 46, 25, 18, 10, 10
2014/11/6, 67, 55, 15, 25, 13, 11
2014/11/7, 106, 66, 26, 26, 13, 9
2014/11/8, 147, 95, 28, 36, 15, 14
2014/11/9, 187, 124, 35, 43, 30, 20
2014/11/10, 237, 85, 24, 27, 10, 11
2014/11/11, 146, 59, 31, 13, 11, 7
2014/11/12, 46, 59, 29, 29, 21, 11
2014/11/13, 104, 75, 22, 38, 44, 16
2014/11/14, 136, 95, 16, 42, 54, 21
2014/11/15, 170, 64, 19, 27, 37, 13
2014/11/16, 156, 47, 27, 28, 28, 9
2014/11/17, 84, 120, 21, 49, 50, 22
2014/11/18, 200, 118, 19, 45, 56, 20
2014/11/19, 213, 162, 10, 49, 50, 24
2014/11/20, 267, 409, 30, 93, 62, 54
2014/11/21, 465, 77, 17, 38, 45, 15
2014/11/22, 149, 126, 7, 46, 54, 22
2014/11/23, 214, 103, 13, 40, 50, 24
2014/11/24, 188, 72, 17, 35, 42, 9
2014/11/25, 145, 253, 13, 47, 55, 27
2014/11/26, 350, 186, 48, 36, 47, 33
2014/11/27, 268, 105, 21, 31, 40, 22
2014/11/28, 183, 143, 5, 34, 46, 24
2014/11/29, 260, 199, 25, 21, 33, 16
2014/11/30, 186, 114, 33, 12, 17, 8
2014/12/1, 84, 66, 27, 27, 38, 17
2014/12/2, 123, 79, 34, 23, 33, 19
2014/12/3, 129, 58, 37, 19, 26, 15
2014/12/4, 79, 63, 32, 25, 31, 10
2014/12/5, 114, 115, 11, 43, 57, 26
2014/12/6, 196, 77, 15, 30, 52, 17
2014/12/7, 162, 82, 23, 32, 50, 19
2014/12/8, 153, 125, 8, 41, 61, 25
2014/12/9, 234, 143, 28, 29, 42, 18
2014/12/10, 233, 49, 25, 24, 31, 7
2014/12/11, 107, 65, 21, 23, 28, 9
2014/12/12, 112, 87, 12, 34, 49, 13
2014/12/13, 155, 115, 14, 38, 57, 18
2014/12/14, 202, 147, 22, 33, 42, 26
2014/12/15, 199, 56, 20, 18, 31, 9
2014/12/16, 87, 88, 18, 34, 47, 15
2014/12/17, 160, 164, 8, 45, 61, 27
2014/12/18, 248, 171, 23, 37, 39, 28
2014/12/19, 223, 40, 23, 20, 35, 8
2014/12/20, 87, 53, 23, 22, 33, 8
2014/12/21, 101, 124, 3, 37, 50, 23
2014/12/22, 200, 148, , 43, 58, 23
2014/12/23, 254, 64, 29, 28, 33, 13
2014/12/24, 132, 84, 30, 33, 50, 26
2014/12/25, 157, 92, 19, 41, 49, 21
2014/12/26, 182, 231, 6, 55, 70, 39
2014/12/27, 359, 322, 13, 58, 58, 41
2014/12/28, 407, , , , , 
2014/7/1, 166, 72, 59, 19, 7, 18
2014/7/2, 146, 102, 79, 25, 21, 21
2014/7/3, 192, 108, 49, 27, 2, 18
2014/7/4, 210, 96, 79, 29, 6, 21
2014/7/5, 183, 87, 105, 13, 15, 11
2014/7/6, 178, 80, 104, 19, 29, 13
2014/7/7, 153, 100, 89, 23, 18, 15
2014/7/8, 195, 66, 50, 43, 10, 14
2014/7/9, 89, 69, 92, 24, 15, 17
2014/7/10, 96, 107, 99, 16, 17, 17
2014/7/11, 155, 96, 100, 19, 21, 24
2014/7/12, 178, 75, 82, 23, 20, 19
2014/7/13, 140, 92, 96, 34, 31, 16
2014/7/14, 146, 64, 64, 9, 7, 6
2014/7/15, 113, 85, 62, 21, 14, 13
2014/7/16, 173, 66, 80, 17, 6, 15
2014/7/17, 144, 85, 80, 18, 3, 10
2014/7/18, 163, 81, 80, 14, 4, 9
2014/7/19, 160, 68, 33, 13, 6, 9
2014/7/20, 117, 76, 44, 13, 4, 11
2014/7/21, 133, 67, 18, 28, 9, 13
2014/7/22, 79, 59, 57, 23, 17, 19
2014/7/23, 81, 73, 37, 25, 14, 17
2014/7/24, 131, 96, 93, 24, 24, 26
2014/7/25, 147, 85, 96, 17, 16, 12
2014/7/26, 150, 104, 94, 20, 18, 15
2014/7/27, 170, 105, 93, 16, 16, 12
2014/7/28, 178, 127, 81, 18, 21, 17
2014/7/29, 198, 95, 47, 18, 10, 14
2014/7/30, 173, 87, 63, 17, 16, 15
2014/7/31, 173, 67, 38, 16, 8, 14
2014/8/1, 137, 69, 60, 15, 16, 10
2014/8/2, 127, 97, 69, 24, 15, 17
2014/8/3, 138, 75, 32, 17, 5, 23
2014/8/4, 126, 48, 47, 17, 7, 13
2014/8/5, 89, 82, 74, 28, 19, 19
2014/8/6, 140, 75, 61, 24, 24, 20
2014/8/7, 121, 88, 73, 29, 26, 17
2014/8/8, 125, 77, 50, 20, 8, 11
2014/8/9, 121, 81, 96, 15, 14, 12
2014/8/10, 138, 80, 56, 18, 17, 14
2014/8/11, 115, 87, 70, 29, 28, 23
2014/8/12, 130, 45, 42, 14, 9, 13
2014/8/13, 84, 55, 71, 17, 8, 10
2014/8/14, 110, 76, 87, 20, 17, 11
2014/8/15, 128, 110, 89, 24, 20, 15
2014/8/16, 172, 72, 44, 11, 7, 10
2014/8/17, 102, 65, 55, 17, 18, 13
2014/8/18, 105, 81, 71, 20, 24, 15
2014/8/19, 152, 93, 72, 18, 20, 12
2014/8/20, 164, 109, 69, 19, 16, 15
2014/8/21, 180, 97, 60, 21, 12, 14
2014/8/22, 153, 102, 49, 18, 14, 15
2014/8/23, 170, 51, 50, 14, 6, 12
2014/8/24, 100, 51, 38, 17, 8, 12
2014/8/25, 78, 85, 45, 28, 12, 10
2014/8/26, 120, 115, 63, 37, 11, 9
2014/8/27, 147, 95, 43, 19, 14, 9
2014/8/28, 166, 69, 47, 12, 6, 8
2014/8/29, 160, 75, 42, 12, 12, 8
2014/8/30, 167, 52, 33, 15, 6, 7
2014/8/31, 124, 65, 36, 15, 11, 8
2014/9/1, 166, 37, 28, 9, 8, 8
2014/9/2, 108, 26, 30, 11, 8, 6
2014/9/3, 55, 56, 36, 16, 18, 6
2014/9/4, 99, 75, 48, 16, 19, 9
2014/9/5, 151, 97, 55, 19, 12, 7
2014/9/6, 182, 95, 40, 17, 11, 8
2014/9/7, 191, 55, 32, 12, 6, 5
2014/9/8, 97, 56, 48, 14, 9, 9
2014/9/9, 86, 66, 44, 17, 6, 6
2014/9/10, 93, 70, 24, 18, 13, 7
2014/9/11, 128, 65, 25, 19, 11, 7
2014/9/12, 129, 70, 70, 21, 16, 11
2014/9/13, 139, 84, 17, 32, 20, 16
2014/9/14, 150, 56, 17, 28, 14, 12
2014/9/15, 104, 91, 24, 30, 27, 15
2014/9/16, 162, 50, 17, 18, 16, 10
2014/9/17, 115, 74, 59, 30, 21, 20
2014/9/18, 147, 74, 41, 18, 19, 9
2014/9/19, 154, 93, 32, 24, 23, 16
2014/9/20, 179, 75, 36, 25, 18, 15
2014/9/21, 151, 77, 42, 24, 26, 18
2014/9/22, 135, 76, 13, 24, 20, 32
2014/9/23, 173, 57, 16, 20, 23, 24
2014/9/24, 128, 56, 53, 24, 19, 15
2014/9/25, 123, 108, 47, 23, 30, 19
2014/9/26, 190, 72, 33, 20, 8, 10
2014/9/27, 137, 63, 17, 23, 9, 7
2014/9/28, 106, 84, 15, 20, 12, 10
2014/9/29, 138, 45, 15, 16, 10, 7
2014/9/30, 74, 76, 16, 22, 21, 7
2014/4/1, 236, 148, 35, 27, 26, 16
2014/4/2, 178, 125, 35, 16, 9, 8
2014/4/3, 82, 135, 34, 20, 23, 12
2014/4/4, 112, 119, 33, 16, 10, 9
2014/4/5, 84, 129, 36, 22, 27, 11
2014/4/6, 147, 125, 42, 21, 25, 12
2014/4/7, 166, 160, 54, 32, 34, 18
2014/4/8, 188, 192, 48, 20, 20, 16
2014/4/9, 195, 257, 27, 23, 17, 16
2014/4/10, 158, 103, 17, 48, 41, 30
2014/4/11, 157, 138, 27, 49, 30, 19
2014/4/12, 164, 153, 49, 37, 33, 20
2014/4/13, 202, 138, 43, 27, 19, 17
2014/4/14, 189, 116, 21, 33, 28, 15
2014/4/15, 158, 129, 30, 41, 32, 21
2014/4/16, 149, 126, 22, 43, 30, 27
2014/4/17, 176, 86, 28, 27, 21, 18
2014/4/18, 160, 87, 23, 37, 20, 18
2014/4/19, 131, 86, 31, 34, 14, 19
2014/4/20, 145, 135, 37, 29, 18, 19
2014/4/21, 167, 118, 39, 24, 23, 20
2014/4/22, 170, 106, 35, 16, 16, 15
2014/4/23, 170, 91, 48, 22, 25, 15
2014/4/24, 162, 105, 56, 26, 26, 15
2014/4/25, 147, 62, 20, 14, 7, 15
2014/4/26, 100, 86, 23, 24, 20, 27
2014/4/27, 154, 76, 37, 26, 14, 19
2014/4/28, 130, 92, 56, 29, 23, 15
2014/4/29, 147, 86, 63, 21, 18, 9
2014/4/30, 153, 106, 61, 17, 26, 16
2014/5/1, 162, 60, 30, 6, 1, 7
2014/5/2, 112, 100, 36, 14, 12, 8
2014/5/3, 141, 88, 30, 7, 2, 6
2014/5/4, 102, 72, 34, 19, 13, 10
2014/5/5, 98, 90, 37, 29, 28, 15
2014/5/6, 165, 101, 52, 23, 17, 20
2014/5/7, 173, 75, 44, 22, 17, 18
2014/5/8, 156, 84, 42, 25, 20, 17
2014/5/9, 158, 65, 42, 24, 12, 10
2014/5/10, 122, 21, 39, 14, 3, 10
2014/5/11, 133, 47, 49, 19, 10, 13
2014/5/12, 137, 87, 52, 28, 24, 13
2014/5/13, 165, 64, 34, 15, 5, 7
2014/5/14, 86, 110, 39, 30, 22, 14
2014/5/15, 161, 113, 45, 33, 30, 24
2014/5/16, 168, 71, 42, 33, 17, 19
2014/5/17, 133, 82, 48, 27, 34, 13
2014/5/18, 159, 116, 57, 26, 27, 17
2014/5/19, 182, 107, 64, 20, 15, 19
2014/5/20, 204, 125, 53, 33, 25, 18
2014/5/21, 224, 109, 61, 27, 21, 14
2014/5/22, 187, 103, 89, 25, 29, 14
2014/5/23, 173, 77, 27, 23, 16, 12
2014/5/24, 155, 102, 27, 27, 10, 14
2014/5/25, 175, 69, 49, 24, 15, 11
2014/5/26, 105, 121, 45, 25, 19, 13
2014/5/27, 143, 64, 58, 28, 13, 10
2014/5/28, 111, 84, 103, 29, 25, 14
2014/5/29, 152, 128, 120, 37, 40, 31
2014/5/30, 178, 136, 130, 54, 30, 29
2014/5/31, 191, 82, 94, 16, 12, 17
2014/6/1, 150, 50, 64, 13, 8, 11
2014/6/2, 105, 62, 76, 20, 16, 15
2014/6/3, 134, 81, 95, 31, 37, 24
2014/6/4, 159, 71, 134, 17, 14, 14
2014/6/5, 127, 99, 102, 19, 26, 16
2014/6/6, 146, 37, 50, 12, 4, 9
2014/6/7, 54, 80, 73, 23, 22, 16
2014/6/8, 140, 72, 93, 21, 13, 15
2014/6/9, 131, 73, 53, 19, 11, 16
2014/6/10, 147, 75, 73, 18, 13, 16
2014/6/11, 152, 77, 84, 21, 19, 18
2014/6/12, 138, 80, 61, 23, 18, 22
2014/6/13, 105, 57, 114, 17, 10, 13
2014/6/14, 102, 101, 100, 18, 16, 17
2014/6/15, 172, 96, 105, 14, 9, 16
2014/6/16, 182, 89, 99, 18, 14, 21
2014/6/17, 169, 105, 71, 26, 13, 23
2014/6/18, 185, 85, 47, 28, 19, 21
2014/6/19, 155, 60, 47, 19, 11, 19
2014/6/20, 100, 58, 62, 16, 11, 16
2014/6/21, 122, 66, 75, 23, 7, 16
2014/6/22, 135, 50, 94, 22, 7, 16
2014/6/23, 105, 73, 95, 26, 20, 18
2014/6/24, 126, 92, 46, 31, 21, 19
2014/6/25, 147, 98, 112, 20, 14, 20
2014/6/26, 180, 50, 71, 19, 6, 14
2014/6/27, 76, 62, 76, 27, 21, 17
2014/6/28, 99, 104, 90, 39, 20, 21
2014/6/29, 126, 87, 99, 27, 24, 19
2014/6/30, 131, 105, 94, 24, 28, 20
2014/1/1, 170, 216, 4, 59, 75, 41
2014/1/2, 200, 102, 11, 38, 57, 25
2014/1/3, 157, 74, 11, 35, 59, 18
2014/1/4, 143, 114, 16, 36, 57, 24
2014/1/5, 180, 114, 10, 38, 59, 29
2014/1/6, 188, 113, 12, 35, 59, 27
2014/1/7, 182, 55, 26, 23, 45, 10
2014/1/8, 109, 74, 17, 31, 44, 14
2014/1/9, 135, 168, 10, 43, 75, 26
2014/1/10, 221, 391, 7, 58, 74, 40
2014/1/11, 389, 70, 23, 25, 44, 14
2014/1/12, 142, 109, 9, 39, 72, 22
2014/1/13, 178, 154, 6, 47, 73, 27
2014/1/14, 204, 332, 8, 58, 70, 40
2014/1/15, 356, 221, 8, 44, 67, 33
2014/1/16, 320, 126, 6, 35, 60, 27
2014/1/17, 200, 222, 7, 50, 70, 41
2014/1/18, 282, 239, 9, 47, 71, 33
2014/1/19, 287, 73, 23, 15, 26, 10
2014/1/20, 81, 47, 20, 23, 49, 14
2014/1/21, 107, 124, 13, 41, 69, 25
2014/1/22, 188, 142, 8, 43, 67, 23
2014/1/23, 201, 201, 7, 56, 76, 50
2014/1/24, 262, 106, 17, 35, 60, 25
2014/1/25, 167, 67, 18, 27, 47, 17
2014/1/26, 113, 156, 11, 36, 64, 28
2014/1/27, 199, 91, 20, 28, 48, 15
2014/1/28, 129, 133, 11, 32, 62, 18
2014/1/29, 174, 155, 25, 25, 57, 24
2014/1/30, 203, 210, 8, 25, 75, 32
2014/1/31, 225, 67, 7, 20, 40, 18
2014/2/1, 146, 109, 25, 16, 39, 18
2014/2/2, 153, 56, 28, 9, 23, 13
2014/2/3, 64, 58, 23, 14, 45, 13
2014/2/4, 88, 66, 22, 21, 52, 15
2014/2/5, 113, 72, 20, 24, 54, 19
2014/2/6, 137, 69, 15, 21, 45, 19
2014/2/7, 152, 75, 23, 21, 50, 23
2014/2/8, 146, 25, 25, 12, 34, 15
2014/2/9, 61, 59, 18, 24, 59, 21
2014/2/10, 117, 79, 23, 29, 60, 23
2014/2/11, 160, 155, 12, 39, 69, 35
2014/2/12, 218, 106, 26, 31, 53, 26
2014/2/13, 182, 249, 14, 40, 74, 31
2014/2/14, 274, 206, 18, 36, 59, 34
2014/2/15, 267, 180, 21, 33, 56, 37
2014/2/16, 243, 74, 25, 22, 44, 22
2014/2/17, 138, 75, 15, 28, 50, 24
2014/2/18, 140, 85, 16, 33, 64, 21
2014/2/19, 156, 106, 21, 35, 55, 13
2014/2/20, 178, 206, 7, 59, 82, 31
2014/2/21, 232, 192, 12, 49, 72, 27
2014/2/22, 261, 134, 8, 34, 54, 18
2014/2/23, 210, 281, 6, 58, 94, 33
2014/2/24, 277, 291, 10, 67, 86, 38
2014/2/25, 317, 248, 28, 50, 61, 35
2014/2/26, 294, 53, 28, 18, 26, 9
2014/2/27, 103, 68, 21, 30, 39, 10
2014/2/28, 123, 96, 27, 33, 48, 20
2014/3/1, 146, 197, 14, 56, 70, 38
2014/3/2, 233, 167, 13, 37, 58, 36
2014/3/3, 230, 99, 25, 27, 41, 31
2014/3/4, 154, 86, 24, 28, 50, 27
2014/3/5, 155, 64, 28, 23, 36, 24
2014/3/6, 106, 95, 21, 34, 59, 28
2014/3/7, 156, 173, 14, 46, 65, 34
2014/3/8, 231, 103, 24, 30, 39, 28
2014/3/9, 170, 160, 15, 48, 64, 38
2014/3/10, 208, 239, 34, 46, 57, 36
2014/3/11, 312, 87, 26, 19, 29, 8
2014/3/12, 114, 74, 25, 30, 43, 14
2014/3/13, 141, 85, 27, 20, 23, 7
2014/3/14, 105, 207, 26, 47, 57, 24
2014/3/15, 218, 163, 22, 39, 48, 17
2014/3/16, 217, 264, 25, 34, 42, 18
2014/3/17, 208, 207, 24, 32, 44, 16
2014/3/18, 162, 91, 25, 32, 33, 11
2014/3/19, 164, 59, 30, 21, 20, 9
2014/3/20, 151, 98, 30, 35, 42, 16
2014/3/21, 181, 197, 31, 31, 38, 13
2014/3/22, 172, 182, 37, 45, 48, 22
2014/3/23, 224, 128, 42, 32, 37, 16
2014/3/24, 205, 158, 38, 37, 41, 16
2014/3/25, 232, 180, 51, 33, 35, 19
2014/3/26, 259, 183, 34, 41, 32, 25
2014/3/27, 234, 216, 11, 52, 38, 32
2014/3/28, 245, 123, 41, 29, 24, 28
2014/3/29, 208, 122, 43, 31, 21, 18
2014/3/30, 192, 184, 41, 33, 30, 17
2014/3/31, 236, 119, 38, 30, 21, 20
2020/1/1, , 73, , 38, 14, 13
2018/12/31, , 61, , 31, 12, 12
2017/9/10, , 50, , 12, 3, 7
2017/1/1, , 224, 9, 67, 17, 61
2017/3/12, , 68, 35, 33, 12, 14
2016/1/3, , 83, 26, 31, 21, 14
2014/12/31, , 82, 19, 29, 46, 10
2013/12/31, , 136, 13, 43, 61, 24
